[2025-10-09 18:03:31] [INFO    ] discord.client: logging in using static token
[2025-10-09 18:03:53] [DEBUG   ] discord.client: Dispatching event raw_bulk_message_delete
[2025-10-09 18:03:53] [DEBUG   ] discord.client: Dispatching event bulk_message_delete
[2025-10-09 18:04:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:04:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:04:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:04:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:05:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:05:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:06:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:06:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:06:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:06:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:07:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:07:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:08:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:08:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:09:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:09:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:09:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:09:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:10:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:10:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:11:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:11:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:11:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:11:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:12:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:12:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:13:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:13:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:13:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:13:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:14:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:14:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:15:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:15:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:15:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:15:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:16:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:16:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:17:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:17:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:17:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:17:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:18:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:18:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:19:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:19:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:20:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:20:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:20:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:20:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:21:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:21:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:22:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:22:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:22:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:22:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:23:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:23:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:24:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:24:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:24:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:24:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:25:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:25:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:26:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:26:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:26:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:26:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:27:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:27:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:28:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:28:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:28:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:28:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 18:29:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-09 18:29:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:16:15] [WARNING ] discord.gateway: Shard ID None has stopped responding to the gateway. Closing and restarting.
[2025-10-09 19:16:15] [DEBUG   ] discord.gateway: Timed out receiving packet. Attempting a reconnect.
[2025-10-09 19:16:15] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-10-09 19:16:15] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-10-09 19:16:15] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-10-09 19:16:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-txz0",{"micros":0.0}]']}}
[2025-10-09 19:16:15] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-10-09 19:16:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:16:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-10-09 19:16:15] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-10-09 19:16:16] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-10-09 19:16:16] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-10-09 19:16:16] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-10-09 19:16:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-z83v",{"micros":0.0}]']}}
[2025-10-09 19:16:21] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-10-09 19:16:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:16:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Ban_Bot', 'primary_guild': None, 'mfa_enabled': False, 'id': '1425511612550348800', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '1651', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '6ce60e6d1bc382db176865fa8bf55429', 'resume_gateway_url': 'wss://gateway-us-east1-b.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1425516340764213250'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['madrid', 'milan', 'paris', 'frankfurt', 'london'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1425511612550348800', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-b-z83v",{"micros":193514,"calls":["id_created",{"micros":439,"calls":[]},"session_lookup_time",{"micros":3438,"calls":[]},"session_lookup_finished",{"micros":12,"calls":[]},"discord-sessions-prd-2-115",{"micros":189289,"calls":["start_session",{"micros":171567,"calls":["discord-api-rpc-5b8bf7b4f8-jv5px",{"micros":137395,"calls":["get_user",{"micros":64579},"get_guilds",{"micros":5884},"send_scheduled_deletion_message",{"micros":11},"guild_join_requests",{"micros":120},"authorized_ip_coro",{"micros":10},"pending_payments",{"micros":25505},"apex_experiments",{"micros":180},"user_activities",{"micros":3},"played_application_ids",{"micros":2},"linked_users",{"micros":2}]}]},"starting_guild_connect",{"micros":28,"calls":[]},"presence_started",{"micros":2501,"calls":[]},"guilds_started",{"micros":55,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":15115,"calls":[]},"connect_finished",{"micros":15122,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-10-09 19:16:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-09 19:16:22] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 6ce60e6d1bc382db176865fa8bf55429).
[2025-10-09 19:16:22] [DEBUG   ] discord.client: Dispatching event connect
[2025-10-09 19:16:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'vanity_url_code': None, 'application_command_counts': {}, 'nsfw_level': 0, 'mfa_level': 0, 'voice_states': [], 'stage_instances': [], 'activity_instances': [], 'owner_id': '1026035117954703461', 'max_stage_video_channel_users': 50, 'profile': None, 'default_message_notifications': 0, 'emojis': [], 'icon': None, 'members': [{'user': {'username': 'Ban_Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1425511612550348800', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '1651', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1425516756214087780'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-08T16:14:39.522000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'owner_configured_content_level': 0, 'discovery_splash': None, 'id': '1425516340764213250', 'system_channel_flags': 0, 'incidents_data': None, 'stickers': [], 'name': 'TestBot', 'max_video_channel_users': 25, 'application_id': None, 'lazy': True, 'moderator_reporting': None, 'presences': [], 'afk_channel_id': None, 'features': [], 'roles': [{'version': 1759939980630, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1425516340764213250', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1760025593955, 'unicode_emoji': None, 'tags': {'bot_id': '1425511612550348800'}, 'position': 2, 'permissions': '563276639759428', 'name': 'Ban_Bot', 'mentionable': False, 'managed': True, 'id': '1425516756214087780', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1759945960212, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'Gamer', 'mentionable': False, 'managed': False, 'id': '1425541324828049458', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 1752220}, 'color': 1752220}], 'threads': [], 'hub_type': None, 'premium_progress_bar_enabled': False, 'latest_onboarding_question_id': None, 'member_count': 2, 'max_members': 25000000, 'premium_subscription_count': 0, 'description': None, 'nsfw': False, 'channels': [{'version': 1759939980639, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons textuels', 'id': '1425516341540163805', 'flags': 0}, {'version': 1759939980648, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons vocaux', 'id': '1425516341540163806', 'flags': 0}, {'version': 1759939980660, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1425516341540163805', 'name': 'général', 'last_message_id': '1425876377827147869', 'id': '1425516341540163807', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1759939980667, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1425516341540163806', 'name': 'Général', 'last_message_id': None, 'id': '1425516341540163808', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1759954177444, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1425516341540163805', 'name': 'secret_channel', 'last_message_id': '1425876432621404191', 'id': '1425575887260352653', 'flags': 0}], 'embedded_activities': [], 'rules_channel_id': None, 'guild_scheduled_events': [], 'safety_alerts_channel_id': None, 'large': False, 'afk_timeout': 300, 'home_header': None, 'preferred_locale': 'en-US', 'region': 'deprecated', 'soundboard_sounds': [], 'splash': None, 'unavailable': False, 'system_channel_id': '1425516341540163807', 'explicit_content_filter': 0, 'version': 1759945925437, 'joined_at': '2025-10-08T16:14:39.522000+00:00', 'verification_level': 0, 'premium_tier': 0, 'banner': None, 'public_updates_channel_id': None, 'inventory_settings': None, 'premium_features': None}}
[2025-10-09 19:16:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-09 19:16:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'a6ce216dbe48374ae41ba497bb126627', 'members': [{'user': {'username': 'saidaninour', 'public_flags': 0, 'primary_guild': None, 'id': '1026035117954703461', 'global_name': 'Saidani Nour', 'display_name_styles': None, 'display_name': 'Saidani Nour', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '67dcf1cd68cf1d3a725742281432da5e'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-08T16:13:00.535000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Ban_Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1425511612550348800', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '1651', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1425516756214087780'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-08T16:14:39.522000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1425516340764213250', 'chunk_index': 0, 'chunk_count': 1}}
[2025-10-09 19:16:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-09 19:16:22] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1425516340764213250.
[2025-10-09 19:16:24] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-10-09 19:16:24] [DEBUG   ] discord.client: Dispatching event ready
[2025-10-09 19:16:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:16:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:17:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:17:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:18:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:18:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:19:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:19:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:19:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:19:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:20:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:20:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:21:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:21:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:21:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:21:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:22:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:22:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:23:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:23:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:23:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:23:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:24:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:24:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:25:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:25:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:25:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:25:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:26:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:26:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:27:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:27:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:27:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:27:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:28:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:28:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:29:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:29:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:30:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:30:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:30:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:30:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:31:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:31:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:32:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:32:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:32:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:32:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:33:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:33:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:34:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:34:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:34:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:34:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:35:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:35:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:36:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:36:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:36:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:36:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:37:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:37:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:38:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-10-09 19:38:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-09 19:38:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
